,Title,Author,Score,Ratings,Published
4082,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss,4.17,59420,1988
4083,What a Desi Girl Wants,Sabina Khan,3.67,70,2023
4084,Wink,Rob Harrell,4.3,5145,2020
4085,A Wish for Us,Tillie Cole,4.39,13711,2018
4086,Murder Your Employer: The McMasters Guide to Homicide,Rupert Holmes,3.94,10004,2023
4087,You Shouldn&#39;t Have Come Here,Jeneva Rose,3.42,39522,2023
4088,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",Marianne Williamson,4.25,33124,1992
4089,Gone with the Wind,Margaret Mitchell,4.3,1186136,1936
4090,World War Z: An Oral History of the Zombie War,Max Brooks,4.02,507828,2006
4091,The Sandman Vol. 8: Worlds' End,Neil Gaiman,4.45,50606,1993
4092,"Sår (Stark, #2)",Sara Blaedel,3.8,148,2023
4093,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,70028,2004
4094,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,209976,2003
4095,Werewolf Bodyguard (Big City Lycans #4),Eve Langlais,4.1,71,2023
4096,"The Bitter Past (Porter Beck, #1)",Bruce Borgos,4.23,410,2023
4097,"Until May (Until Her/Him, #11)",Aurora Rose Reynolds,4.2,4393,2022
4098,"Stella Maris (The Passenger, #2)",Cormac McCarthy,3.91,11778,2022
4099,Water for Elephants,Sara Gruen,4.1,1570337,2006
4100,"The Girls Are Gone: The True Story of Two Sisters Who Vanished, the Father Who Kept Searching, and the Adults Who Conspired to Keep the Truth Hidden",Michael Brodkorb,3.69,3400,2018
4101,Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City 2001-2011,Lizzy Goodman,4.16,9429,2017
4102,Sucker,Daniel Hornsby,3.34,100,2023
4103,"A Little Too Close (Madigan Mountain, #2)",Rebecca Yarros,4.18,3331,2022
4104,"By All Means Available: Memoirs of a Life in Intelligence, Special Operations, and Strategy",Michael G. Vickers,4.37,62,2023
4105,1984,George Orwell,4.19,4291378,1949
4106,Love's Executioner and Other Tales of Psychotherapy,Irvin D. Yalom,4.25,33453,1989
4107,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.0,651028,2003
4108,"Reveal Me (Shatter Me, #5.5)",Tahereh Mafi,3.99,59421,2019
4109,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,4.14,110345,1994
4110,On Ugliness,Umberto Eco,3.87,18485,2007
4111,Don&#39;t Give the Enemy a Seat at Your Table: It&#39;s Time to Win the Battle of Your Mind...,Louie Giglio,4.42,4231,2021
4112,This Bird Has Flown,Susanna  Hoffs,3.27,3616,2023
4113,The 272: The Families Who Were Enslaved and Sold to Build the American Catholic Church,Rachel L. Swarns,4.38,159,2023
4114,"The Broken Elf King (Kings of Avalier, #2)",Leia Stone,4.28,7126,2022
4115,"Ketotarian: The (Mostly) Plant-Based Plan to Burn Fat, Boost Your Energy, Crush Your Cravings, and Calm Inflammation",Will Cole,3.7,1218,2018
4116,Jemima J,Jane Green,3.67,117436,1998
4117,The Vibrant Years,Sonali Dev,4.0,16056,2022
4118,The Nowhere Child,Christian  White,3.99,27673,2018
4119,Yearbook,Seth Rogen,4.18,60663,2021
4120,Fire Strike (Oregon Files #17),Mike Maden,4.5,2177,2023
4121,"The Complete Salad Cookbook: A Fresh Guide to 200+ Vibrant Dishes Using Greens, Vegetables, Grains, Proteins, and More (The Complete ATK Cookbook Series)",America\'s Test Kitchen,4.21,201,2021
4122,The Archer,Paulo Coelho,3.66,15876,2020
4123,"Fridge Love: Organize Your Refrigerator for a Healthier, Happier Life―with 100 Recipes",Kristen Hong,3.91,421,2022
4124,Little Fires Everywhere,Celeste Ng,4.08,1103320,2017
4125,"The Dungeon Anarchist&#39;s Cookbook (Dungeon Crawler Carl, #3)",Matt Dinniman,4.56,8885,2021
4126,"Rivermouth: A Chronicle of Language, Faith, and Migration",Alejandra Oliva,4.38,119,2023
4127,Much Ado about Nada,Uzma Jalaluddin,3.95,1244,2023
4128,Sinners of Starlight City,Anika Scott,4.19,108,2023
4129,The Second Life of Mirielle West,Amanda Skenandore,4.24,27549,2021
4130,Save What&#39;s Left,Elizabeth Castellano,3.19,1561,2023
4131,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.09,95885,1999
4132,Better Off Wed,Portia MacIntosh,4.1,2526,2023
4133,Charlie Thorne and the Curse of Cleopatra (Charlie Thorne #3),Stuart Gibbs,4.55,1391,2022
4134,The Infinite Miles,Hannah Fergesen,3.9,89,2023
4135,When We Cease to Understand the World,Benjamín Labatut,4.14,26704,2019
4136,"My Happy Marriage, Vol. 3 (light novel) (My Happy Marriage (novel), 3)",Akumi Agitogi,4.2,372,2020
4137,The Vegan,Andrew Lipstein,3.54,125,2023
4138,"What Happens in the Ballroom (Designing Debutantes, #2)",Sabrina Jeffries,4.02,1396,2023
4139,Tell Me Lies,J.P. Pomare,3.75,15025,2020
4140,Notes from a Small Island,Bill Bryson,3.91,109898,1995
4141,The Book Thief,Markus Zusak,4.39,2410973,2006
4142,Everything You Are,Kerry Anne King,3.99,12387,2019
4143,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.28,933972,2009
4144,The Divine Comedy,Dante Alighieri,4.07,145185,1320
4145,"A Game of Lies (DC Morgan, #2)",Clare Mackintosh,4.34,529,2023
4146,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Mollie Katzen,3.92,51271,1977
4147,Later,Stephen King,3.99,115219,2021
4148,The Connellys of County Down,Tracey Lange,4.0,4551,2023
4149,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,3.87,397766,2016
4150,The Varieties of Religious Experience,William  James,4.0,11918,1902
4151,Knight Owl (Caldecott Honor Book),Christopher Denise,4.51,3218,2022
4152,The Hero of This Book,Elizabeth McCracken,3.82,3666,2022
4153,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,Tom Felton,4.33,70757,2022
4154,Holidays on Ice,David Sedaris,3.9,122517,1997
4155,All the Sinners Bleed,S.A. Cosby,4.38,12237,2023
4156,Juno Loves Legs,Karl Geary,4.26,1240,2023
4157,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,3.91,38887,1998
4158,"The Mercy of Snakes (Nameless: Season One, #5)",Dean Koontz,4.17,20486,2019
4159,"Nothing Ventured (Detective William Warwick, #1)",Jeffrey Archer,3.92,40957,2019
4160,"The Grumpy Player Next Door (Copper Valley Fireballs, #3)",Pippa Grant,4.37,6600,2021
4161,LSBN,Emma  Jayne,3.96,23,2023
4162,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,3.72,1726379,2007
4163,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,4.41,144511,1991
4164,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,4.15,550904,2012
4165,"Midlife Soul Hunter (Forty Proof, #8)",Shannon Mayer,4.63,2146,2023
4166,Bossypants,Tina Fey,3.96,975385,2011
4167,First Family: George Washington&#39;s Heirs and the Making of America,Cassandra A. Good,4.05,38,2023
4168,"The Goodbye Man (Colter Shaw, #2)",Jeffery Deaver,3.89,8635,2020
4169,Dead of Winter,Darcy Coates,4.1,2108,2023
4170,"The One (The Selection, #3)",Kiera Cass,4.16,639270,2014
4171,Treasure Island,Robert Louis Stevenson,3.84,470179,1882
4172,Promise,Rachel Eliza Griffiths,4.13,111,2023
4173,"Malice (Malice Duology, #1)",Heather   Walter,3.98,23321,2021
4174,うるわしの宵の月 2 [Uruwashi no Yoi no Tsuki 2],Mika Yamamori,4.28,1278,2021
4175,Only Good Enemies (Galactic Bonds #2),Jennifer Estep,4.29,869,2023
4176,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,4.03,73050,2010
4177,A Novel Proposal,Denise Hunter,4.07,2162,2023
4178,Buzzing,Samuel Sattin,4.43,76,2023
4179,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,3.99,437781,1900
4180,Watching Him (DGU: The Sons D&#39;Aquino),Jennifer Cody,4.2,323,2023
4181,Better Together (Wolf Creek Ranch #4),Mandi Blake,4.75,416,2023
4182,Love Radio,Ebony LaDelle,4.23,4815,2022
4183,Lies about Black People: How to Combat Racist Stereotypes and Why It Matters,Omekongo Dibinga,4.43,7,2023
4184,Snow Flower and the Secret Fan,Lisa See,4.09,366309,2005
4185,Krótko i szczęśliwie. Historie późnych miłości,Agata Romaniuk,4.29,4539,2022
4186,Simply Korean: Easy Recipes for Korean Favorites That Anyone Can Make,Aaron Huh,4.68,152,2022
4187,人造人間100 2 [Jinzō Ningen 100 2],Daisuke Enoshima,3.78,9,2023
4188,"Walking with Sam: A Father, a Son, and Five Hundred Miles Across Spain",Andrew McCarthy,4.13,1834,2023
4189,"Poverty, by America",Matthew Desmond,4.32,11507,2023
4190,Anger Bang,Avery Flynn,3.88,1546,2023
4191,Star Bringer,Tracy Wolff,3.86,1072,2023
4192,The Death of Francis Bacon,Max Porter,3.16,2260,2021
4193,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,3.95,144465,2011
4194,"The Hand on the Wall (Truly Devious, #3)",Maureen Johnson,4.16,68254,2020
4195,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,4.47,266856,2016
4196,The Facemaker,Lindsey Fitzharris,4.31,3954,2022
4197,Śmierć all-inclusive. Jak Polacy umierają na wakacjach,Magda Mieśnik,3.23,30,2023
4198,The Mexican Home Kitchen: Traditional Home-Style Recipes That Capture the Flavors and Memories of Mexico,Mely Martinez,4.33,766,2020
4199,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.2,128494,1960
4200,Bear with Me (Shifter Escapes #1),Lucy Eden,3.74,529,2019
4201,Our Place on the Island,Erika Montgomery,4.01,397,2023
4202,"The Boy Next Door (Boy, #1)",Meg Cabot,3.83,67216,2002
4203,Love the One You're With,Emily Giffin,3.75,175664,2008
4204,The Great Alone,Kristin Hannah,4.4,673088,2018
4205,"Cytonic (Skyward, #3)",Brandon Sanderson,4.09,39581,2021
4206,"Trolled (Legacy of Magic, #3)",Lindsay Buroker,4.5,3201,2022
4207,How Sweet It Is  (Fox Family #1),Andrea Christenson,4.41,66,2023
4208,To Die For,Lisa    Gray,4.03,6066,2023
4209,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,4.38,167421,2017
4210,All The Lies,Nicola Sanders,4.09,6131,2020
4211,"Light Has Weight, but Darkness Does Not (Nameless: Season Two #4)",Dean Koontz,4.33,8069,2021
4212,"Marked (House of Night, #1)",P.C. Cast,3.81,481132,2007
4213,Paved Paradise: How Parking Explains the World,Henry Grabar,4.3,667,2023
4214,The Netanyahus,Joshua Cohen,3.81,10529,2021
4215,Post-Traumatic,Chantal V. Johnson,3.83,2534,2022
4216,My Utmost for His Highest,Oswald Chambers,4.37,77580,1926
4217,The Golden Oldies&#39; Book Club,Judy Leigh,4.06,3737,2022
4218,青のフラッグ 5 [Ao no Flag 5],Kaito,4.37,4515,2018
4219,Discipline and Punish: The Birth of the Prison,Michel Foucault,4.23,31187,1975
4220,Flux,Jinwoo Chong,3.44,2560,2023
4221,"Covet (Crave, #3)",Tracy Wolff,4.28,63402,2021
4222,Without Reservations: The Travels of an Independent Woman,Alice Steinbach,3.81,11065,2000
4223,"Plays Well With Others (How to Date, #2)",Lauren Blakely,4.08,2244,2023
4224,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,3.78,38983,1992
4225,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,4.4,37341,2015
4226,Red Sauce Brown Sauce,Felicity Cloake,4.07,530,2022
4227,The Bourne Defiance (Jason Bourne #18),Brian Freeman,4.56,238,2023
4228,Ghostly Game (GhostWalkers #19),Christine Feehan,4.44,2284,2023
4229,Pumpkinheads,Rainbow Rowell,4.03,77017,2019
4230,The Art of Loving,Erich Fromm,4.01,74891,1956
4231,Art Through the Ages,Fred S. Kleiner,3.84,40873,1926
4232,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,Nikki Sixx,4.13,35166,2007
4233,Beyond the Moonlit Sea,Julianne MacLean,4.16,39157,2022
4234,Wham! George &amp; Me,Andrew Ridgeley,4.01,5390,2019
4235,Fire Weather: A True Story from a Hotter World,John Vaillant,4.52,388,2023
4236,The Prince &amp; The Apocalypse,Kara McDowell,4.18,643,2023
4237,"Mystery Babylon, Book 3: The Eagle",Jamie Lee Grey,4.71,547,2022
4238,More Than Memories,N.E. Henderson,4.22,4244,2018
4239,The Spare Room,Andrea Bartz,3.16,4107,2023
4240,Wifedom: Mrs. Orwell&#39;s Invisible Life,Anna Funder,4.42,278,2023
4241,"Oddball (Sarah&#39;s Scribbles, #4)",Sarah Andersen,4.23,6555,2021
4242,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,Deb Perelman,3.71,8738,2017
4243,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,4.28,111738,2018
4244,Meditations on First Philosophy,René Descartes,3.73,24857,1641
4245,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,4.17,329174,2014
4246,Pink Lemonade Cake Murder: A Delightful &amp; Irresistible Culinary Cozy Mystery with Recipes (A Hannah Swensen Mystery Book 29),Joanne Fluke,3.46,1036,2023
4247,Someone We Know,Shari Lapena,3.93,106093,2019
4248,Citizen: An American Lyric,Claudia Rankine,4.28,45187,2014
4249,Mayflies,Andrew O\'Hagan,3.98,14986,2020
4250,"The DIRTY, LAZY, KETO Dirt Cheap Cookbook: 100 Easy Recipes to Save Money &amp; Time!",Stephanie  Laska,4.24,182,2020
4251,With Every Memory,Janine Rosche,4.28,187,2023
4252,The Memory Keeper of Kyiv,Erin Litteken,4.48,14175,2022
4253,Dreams of Secrets and Shadows (The Dreams Series: Witches and Warlocks Book 2),B.L. Cagle,3.93,28,2023
4254,Lady Tan&#39;s Circle of Women,Lisa See,4.41,16635,2023
4255,Unwinding Anxiety: New Science Shows How to Break the Cycles of Worry and Fear to Heal Your Mind,Judson Brewer,3.93,8679,2021
4256,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.02,54387,2011
4257,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,4.14,189499,2001
4258,ワンパンマン 28 [One Punch Man 28],ONE,4.3,206,2023
4259,"La última nota (Canciones para ella, #1)",Joana Marcús,4.52,34917,2020
4260,"Kingdom of Blood and Salt (Blood and Salt, #1)",Alexis Calder,3.95,1847,2023
4261,Unmissing,Minka Kent,4.04,36565,2022
4262,The Lorax,Dr. Seuss,4.34,332473,1971
4263,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,3.89,41177,2004
4264,"The Mediterranean Method: Your Complete Plan to Harness the Power of the Healthiest Diet on the Planet -- Lose Weight, Prevent Heart Disease, and More!",Steven Masley,3.97,191,2019
4265,"The Sullivanians: Sex, Psychotherapy, and the Wild Life of an American Commune",Alexander Stille,3.71,308,2023
4266,Where the Wild Things Are,Maurice Sendak,4.24,973559,1963
4267,"Cosmoknights, Vol. 2 (Cosmoknights, #2)",Hannah Templer,4.57,572,2023
4268,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,3.81,181463,2020
4269,Women Don&#39;t Owe You Pretty,Florence Given,3.77,48001,2020
4270,Meet Your Match (Kings of the Ice #1),Kandi Steiner,4.09,7561,2023
4271,An Island Summer,Jenny  Hale,4.19,3955,2022
4272,"Advanced Physical Chemistry (Chemistry Lessons, #3)",Susannah Nix,3.8,2895,2018
4273,黙示録の四騎士 12 [Mokushiroku no Yonkishi 12],Nakaba Suzuki,4.11,9,2023
4274,Bliscy,Annie Ernaux,4.16,1236,2022
4275,Play for Me,Libby Hubscher,3.82,650,2023
4276,Countdown (Extreme Measures #4),Lynette Eason,4.62,296,2023
4277,"Woven by Gold (Beasts of the Briar, #2)",Elizabeth Helen,4.19,9112,2023
4278,Brief Answers to the Big Questions,Stephen Hawking,4.29,66706,2018
4279,XOXO,Axie Oh,3.87,25114,2021
4280,"Cilka&#39;s Journey (The Tattooist of Auschwitz, #2)",Heather   Morris,4.4,156831,2019
4281,"America&#39;s Geekheart (Bro Code, #2)",Pippa Grant,4.41,9708,2019
4282,The Detective and the Clergyman: The Adventures of Sherlock Holmes and Father Brown,David   Marcum,4.5,4,2023
4283,Things That Matter: Overcoming Distraction to Pursue a More Meaningful Life,Joshua Becker,3.81,2323,2022
4284,Peter Pan,J.M. Barrie,4.04,335549,1911
4285,The Name of the Rose,Umberto Eco,4.13,352177,1980
4286,"The Love Wager (Mr. Wrong Number, #2)",Lynn Painter,3.95,29118,2023
4287,Enough Already: Learning to Love the Way I Am Today,Valerie Bertinelli,4.05,8391,2022
4288,"The Longest Race: Inside the Secret World of Abuse, Doping, and Deception on Nike&#39;s Elite Running Team",Kara Goucher,4.5,5899,2023
4289,All Rhodes Lead Here,Mariana Zapata,4.33,90421,2021
4290,Every Rising Sun,Jamila Ahmed,4.22,95,2023
4291,Spells for Forgetting,Adrienne Young,3.91,27579,2022
4292,Inferno,Dante Alighieri,4.02,172792,1320
4293,Men Who Hate Women,Laura Bates,4.36,9795,2020
4294,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.29,601550,2001
4295,"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella,3.73,56586,2010
4296,Ponyboy,Eliot Duncan,3.76,162,2023
4297,Seven Brief Lessons on Physics,Carlo Rovelli,3.98,53900,2014
4298,Tales from Dark Crisis (Dark Crisis on Infinite Earths (2022-)),Joshua Williamson,3.14,36,2023
4299,In Patagonia,Bruce Chatwin,3.69,16161,1977
4300,The Lucky List,Rachael Lippincott,4.1,10378,2021
4301,White Noise (Caffeine Daydreams #1),Lark Taylor,4.23,639,2023
4302,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,4.21,60685,1996
4303,"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,4.31,106696,2021
4304,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.11,453946,2007
4305,"Red Rain (Nameless: Season One, #4)",Dean Koontz,4.08,22364,2019
4306,The Last Time I Lied,Riley Sager,4.05,135084,2018
4307,Counterfeit,Kirstin Chen,3.5,68562,2022
4308,"The Handmaid’s Tale (The Handmaid&#39;s Tale, #1)",Margaret Atwood,4.13,1927499,1985
4309,"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,4.07,121171,2019
4310,The Spaceship in the Stone (The Space Legacy #1),Igor  Nikolic,4.32,3920,2021
4311,When She Returned,Lucinda Berry,4.05,55354,2019
4312,Goodbye Earl,Leesa Cross-Smith,3.58,718,2023
4313,The Honeymoon,Kate Gray,4.14,279,2023
4314,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,4.3,204447,2009
4315,"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.26,353477,2014
4316,"Book of Night (Book of Night, #1)",Holly Black,3.54,52057,2022
4317,Anatomy of the Spirit: The Seven Stages of Power and Healing,Caroline Myss,4.14,31604,1996
4318,Life of Pi,Yann Martel,3.93,1568522,2001
4319,"Love &amp; Olives (Love &amp; Gelato, #3)",Jenna Evans Welch,4.03,22010,2020
4320,The Splinter in the Sky,Kemi Ashing-Giwa,3.63,153,2023
4321,さよなら絵梨 [Sayonara Eri],Tatsuki Fujimoto,4.39,4690,2022
4322,Dragonero Mondo oscuro n. 8: Colui che dorme negli abissi,Stefano Vietti,3.38,8,2023
4323,"Death Note, Vol. 1: Boredom (Death Note, #1)",Tsugumi Ohba,4.46,282920,2004
4324,"Borrow My Heart (Borrow My Heart, #1)",Kasie West,3.68,1556,2023
4325,"The Nice House on the Lake, Vol. 1",James Tynion IV,4.32,4931,2022
4326,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael Azerrad,4.21,15875,2001
4327,Why Did the Monster Cross the Road?,R.L. Stine,3.05,64,2023
4328,A Song of Salvation,Alechia Dow,4.05,117,2023
4329,"Zom 100: Bucket List of the Dead, Vol. 1 (1)",Haro Aso,3.96,1922,2019
4330,"Fruits Basket, Vol. 11",Natsuki Takaya,4.47,15477,2003
4331,Contradiction Days: An Artist on the Verge of Motherhood,JoAnna  Novak,4.42,12,2023
4332,Neither Here nor There: Travels in Europe,Bill Bryson,3.85,72446,1991
4333,Code of the Hills (Mick Hardin #3),Chris Offutt,4.14,290,2023
4334,Summer Love,Nancy Thayer,3.63,6788,2022
4335,"Horror Library, Volume 8",Eric J. Guignard,4.83,12,2023
4336,Heartstrong,Ellidy Pullin,4.67,3785,2022
4337,Divergent Mind: Thriving in a World That Wasn&#39;t Designed for You,Jenara Nerenberg,3.88,4448,2020
4338,How to Stay Married: The Most Insane Love Story Ever Told,Harrison Scott Key,4.36,1071,2023
